,ST_CASE,VE_FORMS,HOUR,MINUTE,LATITUDE,LONGITUDE,YEAR,STATE,COUNTY,FATALS,LAT,LON,CRASH_TIME,VAR8C,VAR9C,VAR10C,VAR11C,VAR12C,VAR15C,VAR22C,VAR23C,VAR24C,VAR25C,VAR28C,PED_PEDAL,YOUNG_OLD,SZ_STATE,SZ_STATE_CZ_COUNTY,VAR1,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR15,VAR16,VAR17,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,STANAME,CNTYNAME,LCSTANAME
29410,540198,2,11:00am-11:59am,18,39.926175,-80.74246667,2011,54,51,1,39.926175,-80.74246667,11:18 AM,Yes,No,No,Yes,No,No,Unknown,Sideswipe,Weekday,August,No,No,No,54,54051,1,2,1,2,2,1,2,2,2,2,2,2,3,5,1,8,11,2,2,WEST VIRGINIA,Marshall County,West Virginia
29411,540242,1,9:00pm-9:59pm,6,39.86588333,-80.60399444,2011,54,51,1,39.86588333,-80.60399444,9:06 PM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,October,No,No,No,54,54051,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,10,21,1,2,WEST VIRGINIA,Marshall County,West Virginia
29412,540264,2,2:00pm-2:59pm,1,39.83853333,-80.56066111,2011,54,51,1,39.83853333,-80.56066111,2:01 PM,No,Yes,No,No,No,No,Unknown,Head-On,Weekend,October,No,No,Young Driver,54,54051,1,2,2,1,2,2,2,2,2,2,1,2,3,3,2,10,14,2,2,WEST VIRGINIA,Marshall County,West Virginia
29413,540045,2,4:00pm-4:59pm,13,38.84873333,-82.13610556,2011,54,53,1,38.84873333,-82.13610556,4:13 PM,No,No,No,Yes,No,No,Unknown,Angle,Weekday,March,No,No,Both Young and Older Driver,54,54053,1,2,2,2,2,1,2,2,2,2,1,1,3,4,1,3,16,2,2,WEST VIRGINIA,Mason County,West Virginia
29414,540094,1,9:00pm-9:59pm,40,38.66219167,-81.95011111,2011,54,53,1,38.66219167,-81.95011111,9:40 PM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,May,No,No,Young Driver,54,54053,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,5,21,1,2,WEST VIRGINIA,Mason County,West Virginia
29415,540108,4,4:00pm-4:59pm,20,38.98289722,-82.06336389,2011,54,53,1,38.98289722,-82.06336389,4:20 PM,No,No,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,May,No,No,Young Driver,54,54053,1,3,2,2,2,1,2,2,2,2,1,2,3,1,1,5,16,4,2,WEST VIRGINIA,Mason County,West Virginia
29416,540144,2,3:00pm-3:59pm,5,38.88615556,-81.95041111,2011,54,53,2,38.88615556,-81.95041111,3:05 PM,No,Yes,No,Yes,No,No,No,Head-On,Weekday,June,No,No,No,54,54053,1,2,2,1,2,1,2,2,2,2,2,2,2,3,1,6,15,2,2,WEST VIRGINIA,Mason County,West Virginia
29417,540249,1,6:00pm-6:59pm,10,38.62951389,-82.02673611,2011,54,53,1,38.62951389,-82.02673611,6:10 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,October,No,No,No,54,54053,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,10,18,1,2,WEST VIRGINIA,Mason County,West Virginia
29418,540004,2,9:00am-9:59am,37,37.31721944,-81.25056111,2011,54,55,1,37.31721944,-81.25056111,9:37 AM,No,No,No,No,Yes,No,Unknown,Angle,Weekday,January,No,No,Older Driver,54,54055,1,2,2,2,2,2,1,2,2,2,2,1,3,4,1,1,9,2,2,WEST VIRGINIA,Mercer County,West Virginia
29419,540030,1,7:00am-7:59am,10,37.25635278,-81.22389722,2011,54,55,1,37.25635278,-81.22389722,7:10 AM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,February,No,No,No,54,54055,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,7,1,2,WEST VIRGINIA,Mercer County,West Virginia
29420,540058,1,11:00am-11:59am,15,37.50423056,-81.11303056,2011,54,55,1,37.50423056,-81.11303056,11:15 AM,No,No,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,April,Yes,No,Older Driver,54,54055,1,1,2,2,1,1,2,2,2,2,2,1,3,1,2,4,11,1,1,WEST VIRGINIA,Mercer County,West Virginia
29421,540061,1,4:00pm-4:59pm,21,37.34371944,-81.06051944,2011,54,55,1,37.34371944,-81.06051944,4:21 PM,No,No,No,Yes,No,Yes,No,Not Collision with Motor Vehicle in Transport,Weekday,April,Yes,No,No,54,54055,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,4,16,1,1,WEST VIRGINIA,Mercer County,West Virginia
29422,540103,1,4:00pm-4:59pm,53,37.36671111,-81.11304722,2011,54,55,1,37.36671111,-81.11304722,4:53 PM,No,No,No,Yes,No,Yes,No,Not Collision with Motor Vehicle in Transport,Weekend,May,No,No,No,54,54055,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,5,16,1,2,WEST VIRGINIA,Mercer County,West Virginia
29423,540113,2,8:00pm-8:59pm,0,37.40471944,-81.16471944,2011,54,55,1,37.40471944,-81.16471944,8:00 PM,No,No,No,No,Yes,Yes,Yes,Angle,Weekend,May,No,No,No,54,54055,1,2,2,2,2,2,1,1,2,2,2,2,1,4,2,5,20,2,2,WEST VIRGINIA,Mercer County,West Virginia
29424,540125,2,5:00pm-5:59pm,5,37.51026111,-81.11990278,2011,54,55,1,37.51026111,-81.11990278,5:05 PM,No,No,Yes,No,No,No,Unknown,Sideswipe,Weekend,June,Yes,No,Young Driver,54,54055,1,2,2,2,1,2,2,2,2,2,1,2,3,5,2,6,17,2,1,WEST VIRGINIA,Mercer County,West Virginia
29425,540153,3,5:00am-5:59am,0,37.50741111,-81.11776944,2011,54,55,1,37.50741111,-81.11776944,5:00 AM,Yes,No,No,No,No,No,Unknown,Rear-End,Weekday,June,Yes,No,Older Driver,54,54055,1,3,1,2,2,2,2,2,2,2,2,1,3,2,1,6,5,3,1,WEST VIRGINIA,Mercer County,West Virginia
29426,540155,2,10:00am-10:59am,36,37.34820556,-81.10921667,2011,54,55,1,37.34820556,-81.10921667,10:36 AM,No,No,No,No,Yes,Yes,Unknown,Angle,Weekend,July,No,No,Older Driver,54,54055,1,2,2,2,2,2,1,1,2,2,2,1,3,4,2,7,10,2,2,WEST VIRGINIA,Mercer County,West Virginia
29427,540158,1,11:00am-11:59am,33,37.494175,-81.098875,2011,54,55,1,37.494175,-81.098875,11:33 AM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,July,Yes,No,No,54,54055,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,7,11,1,1,WEST VIRGINIA,Mercer County,West Virginia
29428,540169,1,9:00am-9:59am,58,37.37230556,-81.04459722,2011,54,55,1,37.37230556,-81.04459722,9:58 AM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,July,Yes,No,No,54,54055,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,7,9,1,1,WEST VIRGINIA,Mercer County,West Virginia
29429,540222,1,5:00pm-5:59pm,55,37.50313889,-81.10279722,2011,54,55,1,37.50313889,-81.10279722,5:55 PM,No,Yes,No,Yes,No,Yes,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,September,No,No,No,54,54055,1,1,2,1,2,1,2,1,2,2,2,2,3,1,2,9,17,1,2,WEST VIRGINIA,Mercer County,West Virginia
29430,540258,1,11:00am-11:59am,2,37.39244167,-81.05920556,2011,54,55,1,37.39244167,-81.05920556,11:02 AM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,September,Yes,No,Older Driver,54,54055,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,9,11,1,1,WEST VIRGINIA,Mercer County,West Virginia
29431,540273,1,6:00pm-6:59pm,40,37.4347,-81.20542222,2011,54,55,1,37.4347,-81.20542222,6:40 PM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,October,No,No,No,54,54055,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,10,18,1,2,WEST VIRGINIA,Mercer County,West Virginia
29432,540286,1,7:00am-7:59am,27,37.35583056,-80.89845833,2011,54,55,1,37.35583056,-80.89845833,7:27 AM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,November,No,No,No,54,54055,1,1,2,1,2,1,2,2,2,2,2,2,3,1,1,11,7,1,2,WEST VIRGINIA,Mercer County,West Virginia
29433,540294,2,9:00am-9:59am,54,37.28245833,-81.27716389,2011,54,55,1,37.28245833,-81.27716389,9:54 AM,No,No,No,No,Yes,No,Unknown,Head-On,Weekend,November,No,No,No,54,54055,1,2,2,2,2,2,1,2,2,2,2,2,3,3,2,11,9,2,2,WEST VIRGINIA,Mercer County,West Virginia
29434,540059,1,11:00pm-11:59pm,21,39.46323333,-78.80501667,2011,54,57,1,39.46323333,-78.80501667,11:21 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,April,No,No,Young Driver,54,54057,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,4,23,1,2,WEST VIRGINIA,Mineral County,West Virginia
29435,540081,2,10:00am-10:59am,13,39.36018333,-79.00131111,2011,54,57,1,39.36018333,-79.00131111,10:13 AM,No,No,No,No,No,No,Unknown,Angle,Weekday,April,No,No,Older Driver,54,54057,1,2,2,2,2,2,2,2,2,2,2,1,3,4,1,4,10,2,2,WEST VIRGINIA,Mineral County,West Virginia
29436,540146,1,11:00am-11:59am,36,39.36784722,-79.14598056,2011,54,57,1,39.36784722,-79.14598056,11:36 AM,No,No,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54057,1,1,2,2,2,1,2,2,2,2,2,2,3,1,1,6,11,1,2,WEST VIRGINIA,Mineral County,West Virginia
29437,540001,1,7:00pm-7:59pm,3,37.61661111,-81.88170556,2011,54,59,1,37.61661111,-81.88170556,7:03 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,January,No,No,Older Driver,54,54059,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,19,1,2,WEST VIRGINIA,Mingo County,West Virginia
29438,540002,1,3:00pm-3:59pm,28,37.74866111,-82.22095,2011,54,59,1,37.74866111,-82.22095,3:28 PM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,January,No,No,No,54,54059,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,15,1,2,WEST VIRGINIA,Mingo County,West Virginia
29439,540024,1,2:00pm-2:59pm,45,37.79934167,-82.27901389,2011,54,59,1,37.79934167,-82.27901389,2:45 PM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,February,No,No,Older Driver,54,54059,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,14,1,2,WEST VIRGINIA,Mingo County,West Virginia
29440,540036,2,5:00pm-5:59pm,23,37.59655278,-82.02577222,2011,54,59,1,37.59655278,-82.02577222,5:23 PM,No,No,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,February,No,No,No,54,54059,1,2,2,2,2,1,2,2,2,2,2,2,3,1,1,2,17,2,2,WEST VIRGINIA,Mingo County,West Virginia
29441,540142,2,10:00am-10:59am,39,37.85438889,-82.15104167,2011,54,59,1,37.85438889,-82.15104167,10:39 AM,Yes,No,No,Yes,No,No,Unknown,Head-On,Weekday,June,No,No,No,54,54059,1,2,1,2,2,1,2,2,2,2,2,2,3,3,1,6,10,2,2,WEST VIRGINIA,Mingo County,West Virginia
29442,540196,2,8:00pm-8:59pm,47,37.66985833,-82.11546667,2011,54,59,1,37.66985833,-82.11546667,8:47 PM,No,No,No,Yes,No,No,Yes,Head-On,Weekend,August,No,No,No,54,54059,1,2,2,2,2,1,2,2,2,2,2,2,1,3,2,8,20,2,2,WEST VIRGINIA,Mingo County,West Virginia
29443,540254,1,3:00am-3:59am,50,37.76847778,-82.28651944,2011,54,59,1,37.76847778,-82.28651944,3:50 AM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,October,No,No,No,54,54059,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,10,3,1,2,WEST VIRGINIA,Mingo County,West Virginia
29444,540026,1,9:00pm-9:59pm,3,39.59133611,-79.93291944,2011,54,61,1,39.59133611,-79.93291944,9:03 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,February,Yes,No,No,54,54061,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,21,1,1,WEST VIRGINIA,Monongalia County,West Virginia
29445,540027,2,3:00pm-3:59pm,3,39.71416944,-79.94833056,2011,54,61,1,39.71416944,-79.94833056,3:03 PM,Yes,Yes,No,No,No,No,No,Rear-End,Weekday,February,No,No,Older Driver,54,54061,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,15,2,2,WEST VIRGINIA,Monongalia County,West Virginia
29446,540040,1,7:00am-7:59am,55,39.69310278,-80.15399722,2011,54,61,1,39.69310278,-80.15399722,7:55 AM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,February,No,No,Young Driver,54,54061,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,7,1,2,WEST VIRGINIA,Monongalia County,West Virginia
29447,540060,2,1:00pm-1:59pm,0,39.60195278,-79.93092222,2011,54,61,1,39.60195278,-79.93092222,1:00 PM,Yes,No,Yes,Yes,No,No,Unknown,Sideswipe,Weekday,April,Yes,No,Older Driver,54,54061,1,2,1,2,1,1,2,2,2,2,2,1,3,5,1,4,13,2,1,WEST VIRGINIA,Monongalia County,West Virginia
29448,540082,3,7:00pm-7:59pm,51,39.65261944,-79.93686111,2011,54,61,1,39.65261944,-79.93686111,7:51 PM,No,No,No,No,Yes,No,Unknown,Angle,Weekday,April,No,No,No,54,54061,1,3,2,2,2,2,1,2,2,2,2,2,3,4,1,4,19,3,2,WEST VIRGINIA,Monongalia County,West Virginia
29449,540083,1,9:00pm-9:59pm,28,39.58163056,-79.96165,2011,54,61,1,39.58163056,-79.96165,9:28 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,April,Yes,Pedestrian,No,54,54061,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,4,21,1,1,WEST VIRGINIA,Monongalia County,West Virginia
29450,540140,1,11:00pm-11:59pm,30,39.59718889,-80.03788889,2011,54,61,1,39.59718889,-80.03788889,11:30 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,May,No,Pedestrian,No,54,54061,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,5,23,1,2,WEST VIRGINIA,Monongalia County,West Virginia
29451,540194,1,10:00pm-10:59pm,29,39.64713611,-80.01361389,2011,54,61,1,39.64713611,-80.01361389,10:29 PM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,Young Driver,54,54061,1,1,2,1,2,1,2,2,2,2,1,2,3,1,1,6,22,1,2,WEST VIRGINIA,Monongalia County,West Virginia
29452,540223,1,2:00am-2:59am,40,39.67416944,-79.95528056,2011,54,61,1,39.67416944,-79.95528056,2:40 AM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,September,No,No,No,54,54061,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,9,2,1,2,WEST VIRGINIA,Monongalia County,West Virginia
29453,540234,2,4:00pm-4:59pm,20,39.65179722,-79.91114722,2011,54,61,1,39.65179722,-79.91114722,4:20 PM,No,No,No,No,Yes,Yes,Unknown,Angle,Weekday,September,No,No,No,54,54061,1,2,2,2,2,2,1,1,2,2,2,2,3,4,1,9,16,2,2,WEST VIRGINIA,Monongalia County,West Virginia
29454,540238,1,7:00pm-7:59pm,55,39.529575,-80.04488056,2011,54,61,1,39.529575,-80.04488056,7:55 PM,No,Yes,Yes,No,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,September,No,No,No,54,54061,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,9,19,1,2,WEST VIRGINIA,Monongalia County,West Virginia
29455,540300,2,8:00pm-8:59pm,6,39.71091389,-79.91001667,2011,54,61,1,39.71091389,-79.91001667,8:06 PM,No,Yes,No,Yes,No,No,Unknown,Angle,Weekday,November,No,No,Young Driver,54,54061,1,2,2,1,2,1,2,2,2,2,1,2,3,4,1,11,20,2,2,WEST VIRGINIA,Monongalia County,West Virginia
29456,540048,2,6:00pm-6:59pm,15,37.57971944,-80.38861111,2011,54,63,1,37.57971944,-80.38861111,6:15 PM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,March,No,No,Older Driver,54,54063,1,2,2,1,2,1,2,2,2,2,2,1,3,1,2,3,18,2,2,WEST VIRGINIA,Monroe County,West Virginia
29457,540226,2,7:00pm-7:59pm,7,37.40105278,-80.79841111,2011,54,63,1,37.40105278,-80.79841111,7:07 PM,No,Yes,No,Yes,No,Yes,Unknown,Head-On,Weekday,September,No,No,No,54,54063,1,2,2,1,2,1,2,1,2,2,2,2,3,3,1,9,19,2,2,WEST VIRGINIA,Monroe County,West Virginia
29458,540077,1,0:00am-0:59am,15,38.19603333,-80.85036389,2011,54,67,1,38.19603333,-80.85036389,12:15 AM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,April,No,Pedestrian,No,54,54067,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,4,0,1,2,WEST VIRGINIA,Nicholas County,West Virginia
29459,540084,1,0:00am-0:59am,38,38.22274167,-80.65393889,2011,54,67,1,38.22274167,-80.65393889,12:38 AM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,April,No,No,No,54,54067,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,4,0,1,2,WEST VIRGINIA,Nicholas County,West Virginia
29460,540118,1,10:00am-10:59am,10,38.15588611,-80.91053056,2011,54,67,1,38.15588611,-80.91053056,10:10 AM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,Older Driver,54,54067,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,6,10,1,2,WEST VIRGINIA,Nicholas County,West Virginia
29461,540164,1,1:00pm-1:59pm,40,38.21309722,-80.85143611,2011,54,67,1,38.21309722,-80.85143611,1:40 PM,No,No,No,Yes,No,Yes,No,Not Collision with Motor Vehicle in Transport,Weekend,July,No,No,Older Driver,54,54067,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,7,13,1,2,WEST VIRGINIA,Nicholas County,West Virginia
29462,540175,1,4:00pm-4:59pm,29,38.27969722,-80.835075,2011,54,67,1,38.27969722,-80.835075,4:29 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,July,No,No,Young Driver,54,54067,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,7,16,1,2,WEST VIRGINIA,Nicholas County,West Virginia
29463,540180,2,2:00pm-2:59pm,7,38.34495556,-80.62818889,2011,54,67,1,38.34495556,-80.62818889,2:07 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekend,July,No,No,No,54,54067,1,2,2,2,2,1,2,2,2,2,2,2,3,3,2,7,14,2,2,WEST VIRGINIA,Nicholas County,West Virginia
29464,540189,1,3:00pm-3:59pm,54,38.42172222,-80.78590278,2011,54,67,1,38.42172222,-80.78590278,3:54 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,August,No,No,Young Driver,54,54067,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,8,15,1,2,WEST VIRGINIA,Nicholas County,West Virginia
29465,540055,2,8:00am-8:59am,45,40.03241944,-80.68940833,2011,54,69,1,40.03241944,-80.68940833,8:45 AM,No,No,No,No,No,No,Unknown,Head-On,Weekend,March,No,No,Both Young and Older Driver,54,54069,1,2,2,2,2,2,2,2,2,2,1,1,3,3,2,3,8,2,2,WEST VIRGINIA,Ohio County,West Virginia
29466,540072,1,8:00am-8:59am,10,40.02441111,-80.65786667,2011,54,69,1,40.02441111,-80.65786667,8:10 AM,No,No,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,April,No,No,Older Driver,54,54069,1,1,2,2,2,1,2,2,2,2,2,1,3,1,2,4,8,1,2,WEST VIRGINIA,Ohio County,West Virginia
29467,540011,1,12:00pm-12:59pm,0,38.87128889,-79.46531389,2011,54,71,1,38.87128889,-79.46531389,12:00 PM,Yes,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,January,No,No,No,54,54071,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,12,1,2,WEST VIRGINIA,Pendleton County,West Virginia
29468,540092,2,5:00am-5:59am,20,38.86793056,-79.46178056,2011,54,71,1,38.86793056,-79.46178056,5:20 AM,Yes,Yes,Yes,Yes,No,No,Unknown,Sideswipe,Weekday,May,No,No,No,54,54071,1,2,1,1,1,1,2,2,2,2,2,2,3,5,1,5,5,2,2,WEST VIRGINIA,Pendleton County,West Virginia
29469,540115,2,9:00am-9:59am,38,38.68875833,-79.28352222,2011,54,71,1,38.68875833,-79.28352222,9:38 AM,No,Yes,No,Yes,No,No,Unknown,Angle,Weekday,May,No,No,Older Driver,54,54071,1,2,2,1,2,1,2,2,2,2,2,1,3,4,1,5,9,2,2,WEST VIRGINIA,Pendleton County,West Virginia
29470,540035,2,8:00am-8:59am,9,39.36131111,-81.29762778,2011,54,73,1,39.36131111,-81.29762778,8:09 AM,Yes,No,Yes,Yes,No,No,Unknown,Sideswipe,Weekday,February,No,No,Young Driver,54,54073,1,2,1,2,1,1,2,2,2,2,1,2,3,5,1,2,8,2,2,WEST VIRGINIA,Pleasants County,West Virginia
29471,540076,1,6:00am-6:59am,55,38.33388056,-80.22980556,2011,54,75,1,38.33388056,-80.22980556,6:55 AM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,April,No,No,No,54,54075,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,4,6,1,2,WEST VIRGINIA,Pocahontas County,West Virginia
29472,540091,2,3:00pm-3:59pm,54,39.37206111,-79.85000556,2011,54,77,1,39.37206111,-79.85000556,3:54 PM,No,No,No,No,No,No,Unknown,Head-On,Weekday,May,No,No,Older Driver,54,54077,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,5,15,2,2,WEST VIRGINIA,Preston County,West Virginia
29473,540156,2,4:00pm-4:59pm,5,39.66303056,-79.67096389,2011,54,77,1,39.66303056,-79.67096389,4:05 PM,No,Yes,No,Yes,No,No,Unknown,Head-On,Weekday,July,Yes,No,No,54,54077,1,2,2,1,2,1,2,2,2,2,2,2,3,3,1,7,16,2,1,WEST VIRGINIA,Preston County,West Virginia
29474,540163,1,6:00pm-6:59pm,39,39.57923056,-79.76567778,2011,54,77,1,39.57923056,-79.76567778,6:39 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,July,No,No,No,54,54077,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,7,18,1,2,WEST VIRGINIA,Preston County,West Virginia
29475,540177,1,7:00pm-7:59pm,20,39.69715,-79.54298889,2011,54,77,1,39.69715,-79.54298889,7:20 PM,No,No,No,Yes,No,Yes,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,July,No,Pedestrian,No,54,54077,1,1,2,2,2,1,2,1,1,2,2,2,3,1,2,7,19,1,2,WEST VIRGINIA,Preston County,West Virginia
29476,540185,1,6:00pm-6:59pm,40,39.62638333,-79.55427778,2011,54,77,1,39.62638333,-79.55427778,6:40 PM,No,Yes,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,June,No,No,No,54,54077,1,1,2,1,1,1,2,2,2,2,2,2,3,1,2,6,18,1,2,WEST VIRGINIA,Preston County,West Virginia
29477,540029,1,3:00am-3:59am,4,38.43934722,-81.83003333,2011,54,79,1,38.43934722,-81.83003333,3:04 AM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,February,Yes,No,No,54,54079,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,3,1,1,WEST VIRGINIA,Putnam County,West Virginia
29478,540127,2,8:00pm-8:59pm,0,38.40618611,-82.011825,2011,54,79,1,38.40618611,-82.011825,8:00 PM,No,Yes,No,Yes,No,Yes,Yes,Head-On,Weekday,June,No,No,No,54,54079,1,2,2,1,2,1,2,1,2,2,2,2,1,3,1,6,20,2,2,WEST VIRGINIA,Putnam County,West Virginia
29479,540215,2,9:00pm-9:59pm,13,38.53380833,-81.89723333,2011,54,79,1,38.53380833,-81.89723333,9:13 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,September,No,No,Young Driver,54,54079,1,2,2,2,2,1,2,2,2,2,1,2,3,3,1,9,21,2,2,WEST VIRGINIA,Putnam County,West Virginia
29480,540224,1,6:00pm-6:59pm,21,38.55479444,-81.75516389,2011,54,79,1,38.55479444,-81.75516389,6:21 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,No,54,54079,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,9,18,1,2,WEST VIRGINIA,Putnam County,West Virginia
29481,540280,1,8:00pm-8:59pm,4,38.44863333,-81.90669167,2011,54,79,1,38.44863333,-81.90669167,8:04 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,November,No,Pedestrian,No,54,54079,1,1,2,2,2,2,2,2,1,2,2,2,3,1,1,11,20,1,2,WEST VIRGINIA,Putnam County,West Virginia
29482,540028,2,8:00pm-8:59pm,44,37.78123056,-80.95559167,2011,54,81,2,37.78123056,-80.95559167,8:44 PM,No,No,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,February,Yes,No,Older Driver,54,54081,1,2,2,2,2,1,2,2,2,2,2,1,3,1,1,2,20,2,1,WEST VIRGINIA,Raleigh County,West Virginia
29483,540057,2,9:00pm-9:59pm,40,37.76118056,-81.29638333,2011,54,81,1,37.76118056,-81.29638333,9:40 PM,No,Yes,Yes,Yes,No,No,Yes,Head-On,Weekend,April,No,No,Young Driver,54,54081,1,2,2,1,1,1,2,2,2,2,1,2,1,3,2,4,21,2,2,WEST VIRGINIA,Raleigh County,West Virginia
29484,540062,2,8:00am-8:59am,30,37.79377778,-81.17507222,2011,54,81,1,37.79377778,-81.17507222,8:30 AM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,April,No,No,No,54,54081,1,2,2,2,2,1,2,2,2,2,2,2,3,3,1,4,8,2,2,WEST VIRGINIA,Raleigh County,West Virginia
29485,540114,3,12:00pm-12:59pm,56,37.767425,-81.19608889,2011,54,81,1,37.767425,-81.19608889,12:56 PM,No,No,Yes,No,Yes,No,Unknown,Rear-End,Weekday,May,No,No,Older Driver,54,54081,1,3,2,2,1,2,1,2,2,2,2,1,3,2,1,5,12,3,2,WEST VIRGINIA,Raleigh County,West Virginia
29486,540121,1,1:00pm-1:59pm,12,37.76587222,-81.13333333,2011,54,81,2,37.76587222,-81.13333333,1:12 PM,No,No,No,Yes,No,Yes,No,Not Collision with Motor Vehicle in Transport,Weekday,June,Yes,No,Older Driver,54,54081,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,6,13,1,1,WEST VIRGINIA,Raleigh County,West Virginia
